SampleID,Customer Name,Attention,Address 1,Address 2,Address 3,Post Code,Telephone,Fax Number,Unique Code,Customer Reference,Second Customer Reference,Serial Number,General Description,System Description,Manufacturer,Model,Oil/Fluid Long Name,Oil/Fluid Short Name,Unit Type,Test Suite,Laboratory Ref,Unit Hours,Oil/Fluid Hours,Oil/Fluid Added,Completed Date,Date Taken,Alert Level,Ticket Number,Analyst,Aircraft Registration,Receipt Date,Booked In date,Site,Fuel Type,Prepaid,Sample Reason,Oil Changed,Lab Memo,Billing Date,Due Date,Delivery Reference,Oil/Fluid ID,Billing Completed,Viscosity at 40°C (cSt),Viscosity at 100°C (cSt),Water (% wt),Soot by FTIR (% wt),TAN (mgKOH/g),TBN (mgKOH/g),Phosphorus (% wt),Zinc (% wt),Calcium (% wt),Barium (% wt),Magnesium (% wt),Aluminium (ppm),Iron (ppm),Chromium (ppm),Copper (ppm),Lead (ppm),Tin (ppm),Silicon (ppm),Sodium (ppm),Boron (ppm),Vanadium (ppm),Molybdenum (ppm),Nickel (ppm),Silver (ppm),Titanium (ppm),Manganese (ppm),Cadmium (ppm),Antimony (ppm),Lithium (ppm),Sulphur (ICP) (ppm),Chlorine (ICP) (ppm),PS 4 - 6 µm (per 100ml),PS 6 - 14 µm (per 100ml),PS 14 - 21 µm (per 100ml),PS 21 - 38 µm (per 100ml),PS > 38 µm (per 100ml),ISO 4406 1999 (4>6>14µm),Oxidation (Abs/cm),Nitration (Abs/cm),Glycol (POS/NEG),IpH (pH Units),TGA (NA) (% wt),Volume/ Capacity,Component Serial Number,Cobalt (ppm),Potassium (ppm),Sulphur (Multiple),Chlorine (Multiple)
153317,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1121,J D738,-,1235886,Duijn Orchids,Engine,Jenbacher,JMS 412 B02,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73484,81374,1347,-,10/01/2022 19:26 10/01,28/12/2021 00:00 28/12,Normal (Green),1049916,andy,4973101,07/01/2022 12:00 07/01,07/01/2022 12:48:57,Duijn Orchids,NG,True,Routine,-,GEO 40 on label,10/01/2022 19:25:46,11/01/2022 12:00:00,-,244,Y,131,14.5,<0.05,0.04,2.84,4.2,0.0325,0.0402,0.2257,<0.0001,0.0007,4,4,<1,<1,<1,<1,2,4,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2576,<15,-,-,-,-,-,-,10,4,NEG,6.00,-,-,-,<1,<1,2576,<15,
163879,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1122,J D307,-,1246498,KP Holland 1 (616),Engine,Jenbacher,JMS 616 S5E01,Jenbacher N Oil 40,-,E,GEJ-01,GEAG74055,9923,1549,-,21/01/2022 10:32 21/01,11/01/2022 00:00 11/01,Normal (Green),1034210,Neil,4727291,17/01/2022 12:30 17/01,17/01/2022 18:05:17,KP Holland 1 (616),NG,True,Routine,-,-,21/01/2022 09:32:03,19/01/2022 12:30:00,-,244,N,128,14.2,<0.05,0.07,3.12,4.7,0.0338,0.0396,0.2107,<0.0001,0.0012,<1,5,<1,<1,<1,<1,2,2,1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2425,<15,-,-,-,-,-,-,13,3,NEG,5.93,-,-,-,<1,1,2425,<15,
153157,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1122,J D307,-,1246498,KP Holland 1 (616),Engine,Jenbacher,JMS 616 S5E01,Jenbacher N Oil 40,-,E,GEJ-01,GEUK45723,9454,1080,-,05/01/2022 10:00 05/01,16/12/2021 00:00 16/12,Normal (Green),1052256,Neil,4727291,30/12/2021 12:30 30/12,30/12/2021 13:58:45,KP Holland 1 (616),NG,True,Routine,-,-,05/01/2022 09:59:17,04/01/2022 12:30:00,-,244,Y,125,14.0,<0.05,<0.01,2.48,4.7,0.0319,0.0368,0.1972,<0.0001,0.0011,<1,4,<1,<1,<1,<1,2,2,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2212,<15,-,-,-,-,-,-,8,2,NEG,6.10,-,-,-,-,<1,2212,<15,
153497,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1123,J E154,-,1253531,Schenkeveld 14,Engine,Jenbacher,JMS 612 F171,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73660,60884,2687,-,12/01/2022 13:17 12/01,05/01/2022 00:00 05/01,Advanced (Red),1048872,willr,5220641,10/01/2022 12:10 10/01,10/01/2022 13:23:40,Schenkeveld 14,NG,True,Routine,-,-,12/01/2022 12:16:42,12/01/2022 12:10:00,-,244,Y,129,14.3,<0.05,0.06,4.06,2.9,0.0302,0.0368,0.1908,<0.0001,0.0008,2,11,<1,2,8,<1,2,6,1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2363,<15,-,-,-,-,-,-,13,5,NEG,5.31,-,-,-,<1,2,2363,<15,
153355,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1125,J T507,-,1246435,Agro Care WP17-M5,Engine,Jenbacher,JMS 624 H01,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73522,34389,3207?,-,12/01/2022 11:49 12/01,28/12/2021 00:00 28/12,Normal (Green),1050113,willr,1156441,07/01/2022 12:00 07/01,07/01/2022 13:37:34,Agro Care WP17-M5,NG,True,Routine,-,-,12/01/2022 10:49:29,11/01/2022 12:00:00,-,244,Y,118,13.5,<0.05,0.05,1.86,6.4,0.0285,0.0356,0.1404,0.0001,0.0007,2,1,<1,<1,<1,<1,1,2,11,<1,4,<1,<1,<1,<1,<1,<1,<1,2390,<15,-,-,-,-,-,-,<1,2,NEG,7.88,-,-,-,<1,<1,2390,<15,
153116,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1129,J F245,-,1241265,Voskamp 5,Engine,Jenbacher,JMS 420 A05,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73379,47933,472,-,05/01/2022 12:32 05/01,22/12/2021 00:00 22/12,Normal (Green),1050027,willr,5801671,30/12/2021 16:00 30/12,31/12/2021 10:27:45,Voskamp 5,NG,True,Routine,Y,-,05/01/2022 11:32:26,04/01/2022 16:00:00,-,244,Y,120,13.6,<0.05,0.05,2.07,5.4,0.0313,0.0345,0.1979,<0.0001,0.0010,<1,3,<1,<1,<1,<1,2,2,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2382,<15,-,-,-,-,-,-,4,2,NEG,7.16,-,-,-,-,<1,2382,<15,
163876,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1131,J E789,-,1250876,Ende Rozen 2 (Waellandweg),Engine,Jenbacher,JMS 616 J03,Jenbacher N Oil 40,-,E,GEJ-01,GEAG74052,10049,638,-,21/01/2022 10:28 21/01,11/01/2022 00:00 11/01,Normal (Green),1034205,Neil,5572221,17/01/2022 12:30 17/01,17/01/2022 18:02:57,Ende Rozen 2 (Waellandweg),NG,True,Routine,-,-,21/01/2022 09:28:32,19/01/2022 12:30:00,-,244,N,123,14.1,<0.05,0.07,2.25,4.8,0.0307,0.0351,0.1903,<0.0001,0.0007,3,3,<1,<1,<1,<1,2,2,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2346,<15,-,-,-,-,-,-,3,3,NEG,6.64,-,-,-,<1,<1,2346,<15,
153399,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1133,J B627,-,1239745,Smaal 1 Moerkapelle,Engine,Jenbacher,JMS 612 E01,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73566,44365,958,-,11/01/2022 16:21 11/01,31/12/2021 00:00 31/12,Normal (Green),1050613,willr,4055391,07/01/2022 12:00 07/01,07/01/2022 15:22:41,Smaal 1 Moerkapelle,NG,True,Routine,Y,geo40 on label,11/01/2022 15:20:59,11/01/2022 12:00:00,-,244,Y,129,14.4,<0.05,0.05,2.52,4.4,0.0320,0.0370,0.1953,<0.0001,0.0013,2,3,<1,<1,<1,<1,2,1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2378,<15,-,-,-,-,-,-,9,3,NEG,6.13,-,-,-,-,1,2378,<15,
153517,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1134,J E348,-,1241790,Vreugdenhil De Lier 2,Engine,Jenbacher,JMS 620 F11,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73680,67992,2581,-,12/01/2022 20:22 12/01,05/01/2022 00:00 05/01,Normal (Green),1048865,andy,5318311,10/01/2022 12:10 10/01,10/01/2022 13:42:21,Vreugdenhil De Lier 2,NG,True,Routine,-,-,12/01/2022 20:22:17,12/01/2022 12:10:00,-,244,Y,131,14.6,<0.05,0.05,2.66,4.6,0.0306,0.0365,0.2006,<0.0001,0.0007,3,5,<1,<1,<1,<1,3,4,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2387,<15,-,-,-,-,-,-,8,3,NEG,6.39,-,-,-,<1,<1,2387,<15,
153762,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1135,J H403,-,1251077,Allemeersch,Engine,Jenbacher,JMS 420 B305,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73924,55027,3246?,-,18/01/2022 21:03 18/01,10/01/2022 00:00 10/01,Normal (Green),1046947,ElizabethF,1004681,14/01/2022 13:30 14/01,14/01/2022 17:16:03,Allemeersch,NG,True,Routine,Y,-,18/01/2022 15:03:32,18/01/2022 13:30:00,-,244,Y,126,14.2,<0.05,0.06,2.74,4.7,0.0305,0.0363,0.1908,<0.0001,0.0014,3,5,<1,1,<1,<1,2,2,1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2572,<15,-,-,-,-,-,-,5,3,NEG,6.46,-,-,-,-,<1,2572,<15,
163831,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1137,J D677,-,1237080,Luijk Van,Engine,Jenbacher,JMS 612 E166,Jenbacher N Oil 40,-,E,GEJ-01,GEAG74007,48868,472,-,20/01/2022 21:20 20/01,12/01/2022 00:00 12/01,Normal (Green),1037965,andy,4932371,17/01/2022 12:30 17/01,17/01/2022 16:28:22,Luijk Van,NG,True,Routine,-,-,20/01/2022 21:20:46,19/01/2022 12:30:00,-,244,N,121,13.8,<0.05,0.06,1.86,5.7,0.0300,0.0338,0.1833,<0.0001,0.0007,2,4,<1,<1,<1,<1,3,1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2427,<15,-,-,-,-,-,-,4,2,NEG,7.54,-,-,-,<1,<1,2427,<15,
153360,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1138,J D116,-,4685791,Smaal 2 Moerkapelle,Engine,Jenbacher,JMS 612 S5E01,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73527,19279,513,-,11/01/2022 12:46 11/01,31/12/2021 00:00 31/12,Normal (Green),1050612,willr,1242303,07/01/2022 12:00 07/01,07/01/2022 13:43:14,Smaal 2 Moerkapelle,NG,True,Routine,-,geo40 on label,11/01/2022 11:46:24,11/01/2022 12:00:00,-,244,Y,123,14.1,<0.05,0.05,2.05,5.1,0.0301,0.0358,0.1965,<0.0001,0.0012,2,3,<1,<1,<1,<1,2,3,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2510,<15,-,-,-,-,-,-,5,3,NEG,7.11,-,-,-,<1,<1,2510,<15,
153578,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1139,J F840,-,1252304,West Energie 2,Engine,Jenbacher,JMS 624 G01,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73741,62816,448,-,13/01/2022 15:55 13/01,23/12/2021 00:00 23/12,Normal (Green),1050134,andy,6113282,10/01/2022 14:34 10/01,10/01/2022 14:36:28,West Energie 2,NG,True,Routine,-,-,13/01/2022 15:54:56,12/01/2022 14:34:00,-,244,Y,127,14.4,<0.05,0.06,2.57,4.8,0.0287,0.0343,0.1866,<0.0001,0.0008,3,6,1,8,<1,<1,2,3,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2379,<15,-,-,-,-,-,-,8,3,NEG,6.48,-,-,-,<1,<1,2379,<15,
163808,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1141,J E834,-,1242957,Ferrero 612,Engine,Jenbacher,JMS 612 S5E01,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73984,79750,1944,-,20/01/2022 16:20 20/01,12/01/2022 00:00 12/01,Normal (Green),1034194,andy,5595621,17/01/2022 12:30 17/01,17/01/2022 16:04:46,Ferrero 612,NG,True,Routine,-,-,20/01/2022 16:20:40,19/01/2022 12:30:00,-,244,N,133,14.7,<0.05,0.08,3.11,4.5,0.0324,0.0389,0.2120,<0.0001,0.0010,2,4,<1,<1,<1,<1,3,2,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2495,<15,-,-,-,-,-,-,10,4,NEG,6.11,-,-,-,<1,<1,2495,<15,
153481,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1143,J E850,-,1251986,Smaal 3 Moerkapelle (ex Smaal 4),Engine,Jenbacher,JMS 612 J03,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73648,8248,2541,-,12/01/2022 12:33 12/01,31/12/2021 00:00 31/12,Advanced (Red),1050611,willr,5607191,07/01/2022 15:25 07/01,07/01/2022 15:28:44,Smaal 3 Moerkapelle,NG,True,Routine,-,-,12/01/2022 11:33:20,11/01/2022 15:25:00,-,244,Y,133,15.0,0.0593,0.03,4.77,2.6,0.0315,0.0404,0.2071,<0.0001,0.0014,2,8,<1,1,<1,<1,2,5,2,<1,<1,<1,<1,<1,<1,<1,<1,<1,2493,<15,-,-,-,-,-,-,36,7,NEG,5.03,-,-,-,<1,<1,2493,<15,
153583,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1148,J C689,-,1251981,Smaal 4 Bleiswijk (ex Delta Orchids),Engine,Jenbacher,JMS 616 S5E01,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73746,8415,1990,-,13/01/2022 18:00 13/01,24/12/2021 00:00 24/12,Normal (Green),1050375,andy,4468451,10/01/2022 14:34 10/01,10/01/2022 14:36:40,Smaal 4 Bleiswijk (ex Delta Or,NG,True,Routine,-,-,13/01/2022 18:00:32,12/01/2022 14:34:00,-,244,Y,130,14.7,0.0657,0.05,3.41,3.4,0.0299,0.0356,0.1875,<0.0001,0.0009,5,6,<1,<1,<1,<1,2,4,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2708,<15,-,-,-,-,-,-,10,7,NEG,5.56,-,-,-,<1,1,2708,<15,
153118,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1149,J E448,-,1250853,Wieringermeer 5 (EC 3),Engine,Jenbacher,JMS 624 G01,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73381,53111,2371,-,05/01/2022 12:53 05/01,17/12/2021 00:00 17/12,Normal (Green),1050489,willr,5375301,30/12/2021 16:00 30/12,31/12/2021 10:31:29,Wieringermeer 5 (EC 3),NG,True,Routine,-,-,05/01/2022 11:53:30,04/01/2022 16:00:00,-,244,Y,130,14.3,<0.05,0.09,3.14,4.2,0.0348,0.0409,0.2331,<0.0001,0.0011,<1,17,1,3,3,<1,9,14,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2637,<15,-,-,-,-,-,-,14,3,NEG,6.30,-,-,-,-,<1,2637,<15,
153049,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1150,J B861,-,1241702,Bergmont (Vd Belt),Engine,Jenbacher,JMS 616 S5E01,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73312,22124,410,-,04/01/2022 14:54 04/01,22/12/2021 00:00 22/12,Normal (Green),66077,willr,4160541,30/12/2021 13:00 30/12,30/12/2021 16:52:38,Bergmont (Vd Belt),NG,True,Routine,-,-,04/01/2022 13:54:29,04/01/2022 13:00:00,-,244,Y,122,14.1,<0.05,0.05,1.93,5.2,0.0295,0.0318,0.1910,<0.0001,0.0006,3,3,<1,<1,<1,<1,2,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2436,<15,-,-,-,-,-,-,6,2,NEG,7.33,-,-,-,-,<1,2436,<15,
153505,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1151,J H401,-,1251867,Galle 420,Engine,Jenbacher,JMS 420 B305,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73668,57713,1021,-,12/01/2022 19:00 12/01,21/12/2021 00:00 21/12,Normal (Green),1048535,andy,1004667,10/01/2022 12:10 10/01,10/01/2022 13:30:48,Galle 420,NG,True,Routine,-,-,12/01/2022 18:59:52,12/01/2022 12:10:00,-,244,Y,130,14.7,0.0509,0.05,2.42,4.2,0.0301,0.0365,0.1976,<0.0001,0.0008,3,3,<1,<1,<1,<1,2,3,4,<1,<1,<1,<1,<1,<1,<1,<1,<1,2370,<15,-,-,-,-,-,-,8,4,NEG,5.95,-,-,-,<1,<1,2370,<15,
153315,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1153,J D592,-,1238405,Smaal 5 Berkel-Rodenrijs,Engine,Jenbacher,JMS 412 B02,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73482,27386,908,-,10/01/2022 14:45 10/01,29/12/2021 00:00 29/12,Normal (Green),1050530,andy,4867441,07/01/2022 12:00 07/01,07/01/2022 12:46:28,Smaal 5 Berkel-Rodenrijs,NG,True,Routine,-,-,10/01/2022 14:45:13,11/01/2022 12:00:00,-,244,Y,127,14.2,<0.05,0.04,2.46,4.0,0.0308,0.0355,0.1931,<0.0001,0.0008,3,3,<1,<1,<1,<1,2,3,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2640,<15,-,-,-,-,-,-,5,4,NEG,6.01,-,-,-,<1,1,2640,<15,
153515,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1154,J J969,-,1249447,Wisi 2 (M2-fase 2),Engine,Jenbacher,JMS 624 H11,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73678,52005,1407,-,12/01/2022 20:20 12/01,23/12/2021 00:00 23/12,Normal (Green),1050127,andy,1030106,10/01/2022 12:10 10/01,10/01/2022 13:40:16,Wisi 2 (M2-fase 2),NG,True,Routine,-,-,12/01/2022 20:20:07,12/01/2022 12:10:00,-,244,Y,130,14.6,<0.05,0.06,3.11,3.6,0.0293,0.0350,0.1881,<0.0001,0.0007,3,7,<1,8,<1,<1,2,4,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2402,<15,-,-,-,-,-,-,10,4,NEG,5.90,-,-,-,<1,<1,2402,<15,
163800,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1157,J C056,-,1251911,Noordam (Red Harvest),Engine,Jenbacher,JMS 620 E166,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73976,5994,400,-,19/01/2022 15:43 19/01,12/01/2022 00:00 12/01,Normal (Green),1037977,andy,4253381,17/01/2022 12:30 17/01,17/01/2022 15:59:21,Noordam (Red Harvest),NG,True,Routine,-,-,19/01/2022 15:42:51,19/01/2022 12:30:00,-,244,Y,121,13.9,<0.05,0.06,2.04,5.7,0.0298,0.0339,0.1855,<0.0001,0.0007,2,3,<1,<1,<1,<1,2,2,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2366,<15,-,-,-,-,-,-,5,2,NEG,7.11,-,-,-,<1,<1,2366,<15,
163748,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1158,J J995,-,1237698,Aechtenland (Sint),Engine,Jenbacher,JMS 624 H01,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73930,32757,593,-,18/01/2022 21:09 18/01,07/01/2022 00:00 07/01,Normal (Green),1047525,ElizabethF,1030430,14/01/2022 14:00 14/01,15/01/2022 15:49:49,Aechtenland (Sint),NG,True,Routine,Y,-,18/01/2022 15:08:54,18/01/2022 14:00:00,-,244,Y,127,14.1,<0.05,0.06,3.15,3.8,0.0298,0.0356,0.1839,<0.0001,0.0007,<1,5,<1,<1,<1,<1,2,2,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2487,<15,-,-,-,-,-,-,5,4,NEG,6.05,-,-,-,-,<1,2487,<15,
153383,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1159,J T748,-,1246524,Witmo,Engine,Jenbacher,JMS 420 B09,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73550,32825,2234,-,11/01/2022 14:14 11/01,03/01/2022 00:00 03/01,Normal (Green),1047641,willr,1164502,07/01/2022 12:00 07/01,07/01/2022 14:43:19,Witmo,NG,True,Routine,-,-,11/01/2022 13:14:29,11/01/2022 12:00:00,-,244,Y,126,14.2,<0.05,0.05,1.92,4.7,0.0312,0.0370,0.1928,<0.0001,0.0008,3,3,<1,<1,<1,<1,2,1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2410,<15,-,-,-,-,-,-,6,3,NEG,6.48,-,-,-,-,<1,2410,<15,
153385,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1161,J G918,-,1240951,Gubbels Siberië 1 (620),Engine,Jenbacher,JMS 620 F03,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73552,42288,2698,-,11/01/2022 14:31 11/01,04/01/2022 00:00 04/01,Normal (Green),1047651,willr,1012079,07/01/2022 12:00 07/01,07/01/2022 14:48:43,Gubbels Siberië 1 (620),NG,True,Routine,-,-,11/01/2022 13:31:15,11/01/2022 12:00:00,-,244,Y,136,15.0,<0.05,0.06,2.97,4.2,0.0345,0.0414,0.2180,<0.0001,0.0008,3,13,<1,8,4,<1,2,2,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2472,<15,-,-,-,-,-,-,13,4,NEG,5.91,-,-,-,-,1,2472,<15,
163809,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1163,J D573,-,1242924,Stolk Flora 2,Engine,Jenbacher,JMS 616 J01,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73985,13213,1433,-,20/01/2022 16:42 20/01,13/01/2022 00:00 13/01,Normal (Green),1047304,andy,4840311,17/01/2022 12:30 17/01,17/01/2022 16:05:22,Stolk Flora 2,NG,True,Routine,-,-,20/01/2022 16:42:42,19/01/2022 12:30:00,-,244,N,132,14.7,<0.05,0.06,2.90,4.2,0.0305,0.0367,0.1977,<0.0001,0.0007,2,5,<1,<1,<1,<1,2,3,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2397,<15,-,-,-,-,-,-,11,4,NEG,5.82,-,-,-,<1,1,2397,<15,
153152,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1163,J D573,-,1242924,Stolk Flora 2,Engine,Jenbacher,JMS 616 J01,Jenbacher N Oil 40,-,E,GEJ-01,GEUK45718,12747,967,-,06/01/2022 07:35 06/01,17/12/2021 00:00 17/12,Normal (Green),1052240,Neil,4840311,30/12/2021 12:30 30/12,30/12/2021 13:53:15,Stolk Flora 2,NG,True,Routine,-,-,06/01/2022 07:34:55,04/01/2022 12:30:00,-,244,Y,128,14.5,<0.05,<0.01,2.25,4.6,0.0296,0.0342,0.1857,<0.0001,0.0006,2,4,<1,<1,<1,<1,2,3,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2182,<15,-,-,-,-,-,-,7,2,NEG,6.02,-,-,-,-,<1,2182,<15,
153182,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1165,J B606,-,1248174,Bryte Greenlight 2,Engine,Jenbacher,JMS 620 S5E01,Jenbacher N Oil 40,-,E,GEJ-01,GEUK45748,7269,3916,-,06/01/2022 15:45 06/01,14/12/2021 00:00 14/12,Advanced (Red),1036518,willr,4047571,30/12/2021 12:30 30/12,30/12/2021 14:30:59,Bryte Greenlight 2,NG,True,Routine,-,-,06/01/2022 15:44:35,04/01/2022 12:30:00,-,244,Y,139,15.1,0.0531,0.05,3.66,3.8,0.0324,0.0405,0.2180,<0.0001,0.0007,2,21,2,<1,4,<1,2,4,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2283,<15,-,-,-,-,-,-,14,4,NEG,5.48,-,-,-,-,<1,2283,<15,
153130,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1167,J E242,-,1242913,Overgaag De Lier 2,Engine,Jenbacher,JMS 620 F11,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73393,49425,10816,-,05/01/2022 13:42 05/01,15/12/2021 00:00 15/12,Normal (Green),1050421,willr,5266201,30/12/2021 16:00 30/12,31/12/2021 10:50:43,Overgaag De Lier 2,NG,True,Routine,-,-,05/01/2022 12:41:50,04/01/2022 16:00:00,-,244,Y,131,14.7,<0.05,0.05,2.48,4.7,0.0321,0.0366,0.2194,<0.0001,0.0008,2,5,<1,<1,2,<1,8,7,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2719,<15,-,-,-,-,-,-,8,3,NEG,6.63,-,-,-,-,<1,2719,<15,
